Index,Video_ID,Stress_Score
5974,5975_1074_IEO_ANG_LO_stress_0.80,0.80
5975,5976_1074_IEO_ANG_MD_stress_0.90,0.90
5976,5977_1074_IEO_DIS_HI_stress_0.80,0.80
5977,5978_1074_IEO_DIS_LO_stress_0.60,0.60
5978,5979_1074_IEO_DIS_MD_stress_0.70,0.70
5979,5980_1074_IEO_FEA_HI_stress_1.00,1.00
5980,5981_1074_IEO_FEA_LO_stress_0.80,0.80
5981,5982_1074_IEO_FEA_MD_stress_0.90,0.90
5982,5983_1074_IEO_HAP_HI_stress_0.00,0.00
5983,5984_1074_IEO_HAP_LO_stress_0.20,0.20
5984,5985_1074_IEO_HAP_MD_stress_0.10,0.10
5985,5986_1074_IEO_NEU_XX_stress_0.20,0.20
5986,5987_1074_IEO_SAD_HI_stress_0.90,0.90
5987,5988_1074_IEO_SAD_LO_stress_0.60,0.60
5988,5989_1074_IEO_SAD_MD_stress_0.75,0.75
5989,5990_1074_IOM_ANG_XX_stress_0.90,0.90
5990,5991_1074_IOM_DIS_XX_stress_0.70,0.70
5991,5992_1074_IOM_FEA_XX_stress_0.90,0.90
5992,5993_1074_IOM_HAP_XX_stress_0.10,0.10
5993,5994_1074_IOM_NEU_XX_stress_0.20,0.20
5994,5995_1074_IOM_SAD_XX_stress_0.75,0.75
5995,5996_1074_ITH_ANG_XX_stress_0.90,0.90
5996,5997_1074_ITH_DIS_XX_stress_0.70,0.70
5997,5998_1074_ITH_FEA_XX_stress_0.90,0.90
5998,5999_1074_ITH_HAP_XX_stress_0.10,0.10
5999,6000_1074_ITH_NEU_XX_stress_0.20,0.20
6000,6001_1074_ITH_SAD_XX_stress_0.75,0.75
6001,6002_1074_ITS_ANG_XX_stress_0.90,0.90
6002,6003_1074_ITS_DIS_XX_stress_0.70,0.70
6003,6004_1074_ITS_FEA_XX_stress_0.90,0.90
6004,6005_1074_ITS_HAP_XX_stress_0.10,0.10
6005,6006_1074_ITS_NEU_XX_stress_0.20,0.20
6006,6007_1074_ITS_SAD_XX_stress_0.75,0.75
6007,6008_1074_IWL_ANG_XX_stress_0.90,0.90
6008,6009_1074_IWL_DIS_XX_stress_0.70,0.70
6009,6010_1074_IWL_FEA_XX_stress_0.90,0.90
6010,6011_1074_IWL_HAP_XX_stress_0.10,0.10
6011,6012_1074_IWL_NEU_XX_stress_0.20,0.20
6012,6013_1074_IWL_SAD_XX_stress_0.75,0.75
6013,6014_1074_IWW_ANG_XX_stress_0.90,0.90
6014,6015_1074_IWW_DIS_XX_stress_0.70,0.70
6015,6016_1074_IWW_FEA_XX_stress_0.90,0.90
6016,6017_1074_IWW_HAP_XX_stress_0.10,0.10
6017,6018_1074_IWW_NEU_XX_stress_0.20,0.20
6018,6019_1074_IWW_SAD_XX_stress_0.75,0.75
6019,6020_1074_MTI_ANG_XX_stress_0.90,0.90
6020,6021_1074_MTI_DIS_XX_stress_0.70,0.70
6021,6022_1074_MTI_FEA_XX_stress_0.90,0.90
6022,6023_1074_MTI_HAP_XX_stress_0.10,0.10
6023,6024_1074_MTI_NEU_XX_stress_0.20,0.20
6024,6025_1074_MTI_SAD_XX_stress_0.75,0.75
6025,6026_1074_TAI_ANG_XX_stress_0.90,0.90
6026,6027_1074_TAI_DIS_XX_stress_0.70,0.70
6027,6028_1074_TAI_FEA_XX_stress_0.90,0.90
6028,6029_1074_TAI_HAP_XX_stress_0.10,0.10
6029,6030_1074_TAI_NEU_XX_stress_0.20,0.20
6030,6031_1074_TAI_SAD_XX_stress_0.75,0.75
6031,6032_1074_TIE_ANG_XX_stress_0.90,0.90
6032,6033_1074_TIE_DIS_XX_stress_0.70,0.70
6033,6034_1074_TIE_FEA_XX_stress_0.90,0.90
6034,6035_1074_TIE_HAP_XX_stress_0.10,0.10
6035,6036_1074_TIE_NEU_XX_stress_0.20,0.20
6036,6037_1074_TIE_SAD_XX_stress_0.75,0.75
6037,6038_1074_TSI_ANG_XX_stress_0.90,0.90
6038,6039_1074_TSI_DIS_XX_stress_0.70,0.70
6039,6040_1074_TSI_FEA_XX_stress_0.90,0.90
6040,6041_1074_TSI_HAP_XX_stress_0.10,0.10
6041,6042_1074_TSI_NEU_XX_stress_0.20,0.20
6042,6043_1074_TSI_SAD_XX_stress_0.75,0.75
6043,6044_1074_WSI_ANG_XX_stress_0.90,0.90
6044,6045_1074_WSI_DIS_XX_stress_0.70,0.70
6045,6046_1074_WSI_FEA_XX_stress_0.90,0.90
6046,6047_1074_WSI_HAP_XX_stress_0.10,0.10
6047,6048_1074_WSI_NEU_XX_stress_0.20,0.20
6048,6049_1074_WSI_SAD_XX_stress_0.75,0.75
6049,6050_1075_DFA_ANG_XX_stress_0.90,0.90
6050,6051_1075_DFA_DIS_XX_stress_0.70,0.70
6051,6052_1075_DFA_FEA_XX_stress_0.90,0.90
6052,6053_1075_DFA_HAP_XX_stress_0.10,0.10
6053,6054_1075_DFA_NEU_XX_stress_0.20,0.20
6054,6055_1075_DFA_SAD_XX_stress_0.75,0.75
6055,6056_1075_IEO_ANG_HI_stress_1.00,1.00
6056,6057_1075_IEO_ANG_LO_stress_0.80,0.80
6057,6058_1075_IEO_ANG_MD_stress_0.90,0.90
6058,6059_1075_IEO_DIS_HI_stress_0.80,0.80
6059,6060_1075_IEO_DIS_LO_stress_0.60,0.60
6060,6061_1075_IEO_DIS_MD_stress_0.70,0.70
6061,6062_1075_IEO_FEA_HI_stress_1.00,1.00
6062,6063_1075_IEO_FEA_LO_stress_0.80,0.80
6063,6064_1075_IEO_FEA_MD_stress_0.90,0.90
6064,6065_1075_IEO_HAP_HI_stress_0.00,0.00
6065,6066_1075_IEO_HAP_LO_stress_0.20,0.20
6066,6067_1075_IEO_HAP_MD_stress_0.10,0.10
6067,6068_1075_IEO_NEU_XX_stress_0.20,0.20
6068,6069_1075_IEO_SAD_HI_stress_0.90,0.90
6069,6070_1075_IEO_SAD_LO_stress_0.60,0.60
6070,6071_1075_IEO_SAD_MD_stress_0.75,0.75
6071,6072_1075_IOM_ANG_XX_stress_0.90,0.90
6072,6073_1075_IOM_DIS_XX_stress_0.70,0.70
6073,6074_1075_IOM_FEA_XX_stress_0.90,0.90
6074,6075_1075_IOM_HAP_XX_stress_0.10,0.10
6075,6076_1075_IOM_NEU_XX_stress_0.20,0.20
6076,6077_1075_IOM_SAD_XX_stress_0.75,0.75
6077,6078_1075_ITH_ANG_XX_stress_0.90,0.90
6078,6079_1075_ITH_DIS_XX_stress_0.70,0.70
6079,6080_1075_ITH_FEA_XX_stress_0.90,0.90
6080,6081_1075_ITH_HAP_XX_stress_0.10,0.10
6081,6082_1075_ITH_NEU_XX_stress_0.20,0.20
6082,6083_1075_ITH_SAD_XX_stress_0.75,0.75
6083,6084_1075_ITS_ANG_XX_stress_0.90,0.90
6084,6085_1075_ITS_DIS_XX_stress_0.70,0.70
6085,6086_1075_ITS_FEA_XX_stress_0.90,0.90
6086,6087_1075_ITS_HAP_XX_stress_0.10,0.10
6087,6088_1075_ITS_NEU_XX_stress_0.20,0.20
6088,6089_1075_ITS_SAD_XX_stress_0.75,0.75
6089,6090_1075_IWL_ANG_XX_stress_0.90,0.90
6090,6091_1075_IWL_DIS_XX_stress_0.70,0.70
6091,6092_1075_IWL_FEA_XX_stress_0.90,0.90
6092,6093_1075_IWL_HAP_XX_stress_0.10,0.10
6093,6094_1075_IWL_NEU_XX_stress_0.20,0.20
6094,6095_1075_IWL_SAD_XX_stress_0.75,0.75
6095,6096_1075_IWW_ANG_XX_stress_0.90,0.90
6096,6097_1075_IWW_DIS_XX_stress_0.70,0.70
6097,6098_1075_IWW_FEA_XX_stress_0.90,0.90
6098,6099_1075_IWW_HAP_XX_stress_0.10,0.10
6099,6100_1075_IWW_NEU_XX_stress_0.20,0.20
6100,6101_1075_IWW_SAD_XX_stress_0.75,0.75
6101,6102_1075_MTI_ANG_XX_stress_0.90,0.90
6102,6103_1075_MTI_DIS_XX_stress_0.70,0.70
6103,6104_1075_MTI_FEA_XX_stress_0.90,0.90
6104,6105_1075_MTI_HAP_XX_stress_0.10,0.10
6105,6106_1075_MTI_NEU_XX_stress_0.20,0.20
6106,6107_1075_MTI_SAD_XX_stress_0.75,0.75
6107,6108_1075_TAI_ANG_XX_stress_0.90,0.90
6108,6109_1075_TAI_DIS_XX_stress_0.70,0.70
6109,6110_1075_TAI_FEA_XX_stress_0.90,0.90
6110,6111_1075_TAI_HAP_XX_stress_0.10,0.10
6111,6112_1075_TAI_NEU_XX_stress_0.20,0.20
6112,6113_1075_TAI_SAD_XX_stress_0.75,0.75
6113,6114_1075_TIE_ANG_XX_stress_0.90,0.90
6114,6115_1075_TIE_DIS_XX_stress_0.70,0.70
6115,6116_1075_TIE_FEA_XX_stress_0.90,0.90
6116,6117_1075_TIE_HAP_XX_stress_0.10,0.10
6117,6118_1075_TIE_NEU_XX_stress_0.20,0.20
6118,6119_1075_TIE_SAD_XX_stress_0.75,0.75
6119,6120_1075_TSI_ANG_XX_stress_0.90,0.90
6120,6121_1075_TSI_DIS_XX_stress_0.70,0.70
6121,6122_1075_TSI_FEA_XX_stress_0.90,0.90
6122,6123_1075_TSI_HAP_XX_stress_0.10,0.10
6123,6124_1075_TSI_NEU_XX_stress_0.20,0.20
6124,6125_1075_TSI_SAD_XX_stress_0.75,0.75
6125,6126_1075_WSI_ANG_XX_stress_0.90,0.90
6126,6127_1075_WSI_DIS_XX_stress_0.70,0.70
6127,6128_1075_WSI_FEA_XX_stress_0.90,0.90
6128,6129_1075_WSI_HAP_XX_stress_0.10,0.10
6129,6130_1075_WSI_NEU_XX_stress_0.20,0.20
6130,6131_1075_WSI_SAD_XX_stress_0.75,0.75
6131,6132_1076_DFA_ANG_XX_stress_0.90,0.90
6132,6133_1076_DFA_DIS_XX_stress_0.70,0.70
6133,6134_1076_DFA_FEA_XX_stress_0.90,0.90
6134,6135_1076_DFA_HAP_XX_stress_0.10,0.10
6135,6136_1076_DFA_NEU_XX_stress_0.20,0.20
6136,6137_1076_DFA_SAD_XX_stress_0.75,0.75
6137,6138_1076_IEO_ANG_HI_stress_1.00,1.00
6138,6139_1076_IEO_ANG_LO_stress_0.80,0.80
6139,6140_1076_IEO_ANG_MD_stress_0.90,0.90
6140,6141_1076_IEO_DIS_HI_stress_0.80,0.80
6141,6142_1076_IEO_DIS_LO_stress_0.60,0.60
6142,6143_1076_IEO_DIS_MD_stress_0.70,0.70
6143,6144_1076_IEO_FEA_HI_stress_1.00,1.00
6144,6145_1076_IEO_FEA_LO_stress_0.80,0.80
6145,6146_1076_IEO_FEA_MD_stress_0.90,0.90
6146,6147_1076_IEO_HAP_HI_stress_0.00,0.00
6147,6148_1076_IEO_HAP_LO_stress_0.20,0.20
6148,6149_1076_IEO_HAP_MD_stress_0.10,0.10
6149,6150_1076_IEO_NEU_XX_stress_0.20,0.20
6150,6151_1076_IEO_SAD_HI_stress_0.90,0.90
6151,6152_1076_IEO_SAD_LO_stress_0.60,0.60
6152,6153_1076_IEO_SAD_MD_stress_0.75,0.75
6153,6154_1076_IOM_ANG_XX_stress_0.90,0.90
6154,6155_1076_IOM_DIS_XX_stress_0.70,0.70
6155,6156_1076_IOM_FEA_XX_stress_0.90,0.90
6156,6157_1076_IOM_HAP_XX_stress_0.10,0.10
6157,6158_1076_IOM_NEU_XX_stress_0.20,0.20
6158,6159_1076_IOM_SAD_XX_stress_0.75,0.75
6159,6160_1076_ITH_ANG_XX_stress_0.90,0.90
6160,6161_1076_ITH_DIS_XX_stress_0.70,0.70
6161,6162_1076_ITH_FEA_XX_stress_0.90,0.90
6162,6163_1076_ITH_HAP_XX_stress_0.10,0.10
6163,6164_1076_ITH_NEU_XX_stress_0.20,0.20
6164,6165_1076_ITH_SAD_XX_stress_0.75,0.75
6165,6166_1076_ITS_ANG_XX_stress_0.90,0.90
6166,6167_1076_ITS_DIS_XX_stress_0.70,0.70
6167,6168_1076_ITS_FEA_XX_stress_0.90,0.90
6168,6169_1076_ITS_HAP_XX_stress_0.10,0.10
6169,6170_1076_ITS_SAD_XX_stress_0.75,0.75
6170,6171_1076_IWL_ANG_XX_stress_0.90,0.90
6171,6172_1076_IWL_DIS_XX_stress_0.70,0.70
6172,6173_1076_IWL_FEA_XX_stress_0.90,0.90
6173,6174_1076_IWL_HAP_XX_stress_0.10,0.10
6174,6175_1076_IWL_NEU_XX_stress_0.20,0.20
6175,6176_1076_IWL_SAD_XX_stress_0.75,0.75
6176,6177_1076_IWW_ANG_XX_stress_0.90,0.90
6177,6178_1076_IWW_DIS_XX_stress_0.70,0.70
6178,6179_1076_IWW_FEA_XX_stress_0.90,0.90
6179,6180_1076_IWW_HAP_XX_stress_0.10,0.10
6180,6181_1076_IWW_NEU_XX_stress_0.20,0.20
6181,6182_1076_IWW_SAD_XX_stress_0.75,0.75
6182,6183_1076_MTI_ANG_XX_stress_0.90,0.90
6183,6184_1076_MTI_DIS_XX_stress_0.70,0.70
6184,6185_1076_MTI_FEA_XX_stress_0.90,0.90
6185,6186_1076_MTI_HAP_XX_stress_0.10,0.10
6186,6187_1076_MTI_NEU_XX_stress_0.20,0.20
6187,6188_1076_MTI_SAD_XX_stress_0.75,0.75
6188,6189_1076_TAI_ANG_XX_stress_0.90,0.90
6189,6190_1076_TAI_DIS_XX_stress_0.70,0.70
6190,6191_1076_TAI_FEA_XX_stress_0.90,0.90
6191,6192_1076_TAI_HAP_XX_stress_0.10,0.10
6192,6193_1076_TAI_NEU_XX_stress_0.20,0.20
6193,6194_1076_TAI_SAD_XX_stress_0.75,0.75
6194,6195_1076_TIE_ANG_XX_stress_0.90,0.90
6195,6196_1076_TIE_DIS_XX_stress_0.70,0.70
6196,6197_1076_TIE_FEA_XX_stress_0.90,0.90
6197,6198_1076_TIE_HAP_XX_stress_0.10,0.10
6198,6199_1076_TIE_NEU_XX_stress_0.20,0.20
6199,6200_1076_TIE_SAD_XX_stress_0.75,0.75
6200,6201_1076_TSI_ANG_XX_stress_0.90,0.90
6201,6202_1076_TSI_DIS_XX_stress_0.70,0.70
6202,6203_1076_TSI_FEA_XX_stress_0.90,0.90
6203,6204_1076_TSI_HAP_XX_stress_0.10,0.10
6204,6205_1076_TSI_NEU_XX_stress_0.20,0.20
6205,6206_1076_TSI_SAD_XX_stress_0.75,0.75
6206,6207_1076_WSI_ANG_XX_stress_0.90,0.90
6207,6208_1076_WSI_DIS_XX_stress_0.70,0.70
6208,6209_1076_WSI_FEA_XX_stress_0.90,0.90
6209,6210_1076_WSI_HAP_XX_stress_0.10,0.10
6210,6211_1076_WSI_NEU_XX_stress_0.20,0.20
6211,6212_1076_WSI_SAD_XX_stress_0.75,0.75
6212,6213_1077_DFA_ANG_XX_stress_0.90,0.90
6213,6214_1077_DFA_DIS_XX_stress_0.70,0.70
6214,6215_1077_DFA_FEA_XX_stress_0.90,0.90
6215,6216_1077_DFA_HAP_XX_stress_0.10,0.10
6216,6217_1077_DFA_NEU_XX_stress_0.20,0.20
6217,6218_1077_DFA_SAD_XX_stress_0.75,0.75
6218,6219_1077_IEO_ANG_HI_stress_1.00,1.00
6219,6220_1077_IEO_ANG_LO_stress_0.80,0.80
6220,6221_1077_IEO_ANG_MD_stress_0.90,0.90
6221,6222_1077_IEO_DIS_HI_stress_0.80,0.80
6222,6223_1077_IEO_DIS_LO_stress_0.60,0.60
6223,6224_1077_IEO_DIS_MD_stress_0.70,0.70
6224,6225_1077_IEO_FEA_HI_stress_1.00,1.00
6225,6226_1077_IEO_FEA_LO_stress_0.80,0.80
6226,6227_1077_IEO_FEA_MD_stress_0.90,0.90
6227,6228_1077_IEO_HAP_HI_stress_0.00,0.00
6228,6229_1077_IEO_HAP_LO_stress_0.20,0.20
6229,6230_1077_IEO_HAP_MD_stress_0.10,0.10
6230,6231_1077_IEO_NEU_XX_stress_0.20,0.20
6231,6232_1077_IEO_SAD_HI_stress_0.90,0.90
6232,6233_1077_IEO_SAD_LO_stress_0.60,0.60
6233,6234_1077_IEO_SAD_MD_stress_0.75,0.75
6234,6235_1077_IOM_ANG_XX_stress_0.90,0.90
6235,6236_1077_IOM_DIS_XX_stress_0.70,0.70
6236,6237_1077_IOM_FEA_XX_stress_0.90,0.90
6237,6238_1077_IOM_HAP_XX_stress_0.10,0.10
6238,6239_1077_IOM_NEU_XX_stress_0.20,0.20
6239,6240_1077_IOM_SAD_XX_stress_0.75,0.75
6240,6241_1077_ITH_ANG_XX_stress_0.90,0.90
6241,6242_1077_ITH_DIS_XX_stress_0.70,0.70
6242,6243_1077_ITH_FEA_XX_stress_0.90,0.90
6243,6244_1077_ITH_HAP_XX_stress_0.10,0.10
6244,6245_1077_ITH_NEU_XX_stress_0.20,0.20
6245,6246_1077_ITH_SAD_XX_stress_0.75,0.75
6246,6247_1077_ITS_ANG_XX_stress_0.90,0.90
6247,6248_1077_ITS_DIS_XX_stress_0.70,0.70
6248,6249_1077_ITS_FEA_XX_stress_0.90,0.90
6249,6250_1077_ITS_HAP_XX_stress_0.10,0.10
6250,6251_1077_ITS_NEU_XX_stress_0.20,0.20
6251,6252_1077_ITS_SAD_XX_stress_0.75,0.75
6252,6253_1077_IWL_ANG_XX_stress_0.90,0.90
6253,6254_1077_IWL_DIS_XX_stress_0.70,0.70
6254,6255_1077_IWL_FEA_XX_stress_0.90,0.90
6255,6256_1077_IWL_HAP_XX_stress_0.10,0.10
6256,6257_1077_IWL_NEU_XX_stress_0.20,0.20
6257,6258_1077_IWL_SAD_XX_stress_0.75,0.75
6258,6259_1077_IWW_ANG_XX_stress_0.90,0.90
6259,6260_1077_IWW_DIS_XX_stress_0.70,0.70
6260,6261_1077_IWW_FEA_XX_stress_0.90,0.90
6261,6262_1077_IWW_HAP_XX_stress_0.10,0.10
6262,6263_1077_IWW_NEU_XX_stress_0.20,0.20
6263,6264_1077_IWW_SAD_XX_stress_0.75,0.75
6264,6265_1077_MTI_ANG_XX_stress_0.90,0.90
6265,6266_1077_MTI_DIS_XX_stress_0.70,0.70
6266,6267_1077_MTI_FEA_XX_stress_0.90,0.90
6267,6268_1077_MTI_HAP_XX_stress_0.10,0.10
6268,6269_1077_MTI_NEU_XX_stress_0.20,0.20
6269,6270_1077_MTI_SAD_XX_stress_0.75,0.75
6270,6271_1077_TAI_ANG_XX_stress_0.90,0.90
6271,6272_1077_TAI_DIS_XX_stress_0.70,0.70
6272,6273_1077_TAI_FEA_XX_stress_0.90,0.90
6273,6274_1077_TAI_HAP_XX_stress_0.10,0.10
6274,6275_1077_TAI_NEU_XX_stress_0.20,0.20
6275,6276_1077_TAI_SAD_XX_stress_0.75,0.75
6276,6277_1077_TIE_ANG_XX_stress_0.90,0.90
6277,6278_1077_TIE_DIS_XX_stress_0.70,0.70
6278,6279_1077_TIE_FEA_XX_stress_0.90,0.90
6279,6280_1077_TIE_HAP_XX_stress_0.10,0.10
6280,6281_1077_TIE_NEU_XX_stress_0.20,0.20
6281,6282_1077_TIE_SAD_XX_stress_0.75,0.75
6282,6283_1077_TSI_ANG_XX_stress_0.90,0.90
6283,6284_1077_TSI_DIS_XX_stress_0.70,0.70
6284,6285_1077_TSI_FEA_XX_stress_0.90,0.90
6285,6286_1077_TSI_HAP_XX_stress_0.10,0.10
6286,6287_1077_TSI_NEU_XX_stress_0.20,0.20
6287,6288_1077_TSI_SAD_XX_stress_0.75,0.75
6288,6289_1077_WSI_ANG_XX_stress_0.90,0.90
6289,6290_1077_WSI_DIS_XX_stress_0.70,0.70
6290,6291_1077_WSI_FEA_XX_stress_0.90,0.90
6291,6292_1077_WSI_HAP_XX_stress_0.10,0.10
6292,6293_1077_WSI_NEU_XX_stress_0.20,0.20
6293,6294_1077_WSI_SAD_XX_stress_0.75,0.75
6294,6295_1078_DFA_ANG_XX_stress_0.90,0.90
6295,6296_1078_DFA_DIS_XX_stress_0.70,0.70
6296,6297_1078_DFA_FEA_XX_stress_0.90,0.90
6297,6298_1078_DFA_HAP_XX_stress_0.10,0.10
6298,6299_1078_DFA_NEU_XX_stress_0.20,0.20
6299,6300_1078_DFA_SAD_XX_stress_0.75,0.75
6300,6301_1078_IEO_ANG_HI_stress_1.00,1.00
6301,6302_1078_IEO_ANG_LO_stress_0.80,0.80
6302,6303_1078_IEO_ANG_MD_stress_0.90,0.90
6303,6304_1078_IEO_DIS_HI_stress_0.80,0.80
6304,6305_1078_IEO_DIS_LO_stress_0.60,0.60
6305,6306_1078_IEO_DIS_MD_stress_0.70,0.70
6306,6307_1078_IEO_FEA_HI_stress_1.00,1.00
6307,6308_1078_IEO_FEA_LO_stress_0.80,0.80
6308,6309_1078_IEO_FEA_MD_stress_0.90,0.90
6309,6310_1078_IEO_HAP_HI_stress_0.00,0.00
6310,6311_1078_IEO_HAP_LO_stress_0.20,0.20
6311,6312_1078_IEO_HAP_MD_stress_0.10,0.10
6312,6313_1078_IEO_NEU_XX_stress_0.20,0.20
6313,6314_1078_IEO_SAD_HI_stress_0.90,0.90
6314,6315_1078_IEO_SAD_LO_stress_0.60,0.60
6315,6316_1078_IEO_SAD_MD_stress_0.75,0.75
6316,6317_1078_IOM_ANG_XX_stress_0.90,0.90
6317,6318_1078_IOM_DIS_XX_stress_0.70,0.70
6318,6319_1078_IOM_FEA_XX_stress_0.90,0.90
6319,6320_1078_IOM_HAP_XX_stress_0.10,0.10
6320,6321_1078_IOM_NEU_XX_stress_0.20,0.20
6321,6322_1078_IOM_SAD_XX_stress_0.75,0.75
6322,6323_1078_ITH_ANG_XX_stress_0.90,0.90
6323,6324_1078_ITH_DIS_XX_stress_0.70,0.70
6324,6325_1078_ITH_FEA_XX_stress_0.90,0.90
6325,6326_1078_ITH_HAP_XX_stress_0.10,0.10
6326,6327_1078_ITH_NEU_XX_stress_0.20,0.20
6327,6328_1078_ITH_SAD_XX_stress_0.75,0.75
6328,6329_1078_ITS_ANG_XX_stress_0.90,0.90
6329,6330_1078_ITS_DIS_XX_stress_0.70,0.70
6330,6331_1078_ITS_FEA_XX_stress_0.90,0.90
6331,6332_1078_ITS_HAP_XX_stress_0.10,0.10
6332,6333_1078_ITS_NEU_XX_stress_0.20,0.20
6333,6334_1078_ITS_SAD_XX_stress_0.75,0.75
6334,6335_1078_IWL_ANG_XX_stress_0.90,0.90
6335,6336_1078_IWL_DIS_XX_stress_0.70,0.70
6336,6337_1078_IWL_FEA_XX_stress_0.90,0.90
6337,6338_1078_IWL_HAP_XX_stress_0.10,0.10
6338,6339_1078_IWL_NEU_XX_stress_0.20,0.20
6339,6340_1078_IWL_SAD_XX_stress_0.75,0.75
6340,6341_1078_IWW_ANG_XX_stress_0.90,0.90
6341,6342_1078_IWW_DIS_XX_stress_0.70,0.70
6342,6343_1078_IWW_FEA_XX_stress_0.90,0.90
6343,6344_1078_IWW_HAP_XX_stress_0.10,0.10
6344,6345_1078_IWW_NEU_XX_stress_0.20,0.20
6345,6346_1078_IWW_SAD_XX_stress_0.75,0.75
6346,6347_1078_MTI_ANG_XX_stress_0.90,0.90
6347,6348_1078_MTI_DIS_XX_stress_0.70,0.70
6348,6349_1078_MTI_FEA_XX_stress_0.90,0.90
6349,6350_1078_MTI_HAP_XX_stress_0.10,0.10
6350,6351_1078_MTI_NEU_XX_stress_0.20,0.20
6351,6352_1078_MTI_SAD_XX_stress_0.75,0.75
6352,6353_1078_TAI_ANG_XX_stress_0.90,0.90
6353,6354_1078_TAI_DIS_XX_stress_0.70,0.70
6354,6355_1078_TAI_FEA_XX_stress_0.90,0.90
6355,6356_1078_TAI_HAP_XX_stress_0.10,0.10
6356,6357_1078_TAI_NEU_XX_stress_0.20,0.20
6357,6358_1078_TAI_SAD_XX_stress_0.75,0.75
6358,6359_1078_TIE_ANG_XX_stress_0.90,0.90
6359,6360_1078_TIE_DIS_XX_stress_0.70,0.70
6360,6361_1078_TIE_FEA_XX_stress_0.90,0.90
6361,6362_1078_TIE_HAP_XX_stress_0.10,0.10
6362,6363_1078_TIE_NEU_XX_stress_0.20,0.20
6363,6364_1078_TIE_SAD_XX_stress_0.75,0.75
6364,6365_1078_TSI_ANG_XX_stress_0.90,0.90
6365,6366_1078_TSI_DIS_XX_stress_0.70,0.70
6366,6367_1078_TSI_FEA_XX_stress_0.90,0.90
6367,6368_1078_TSI_HAP_XX_stress_0.10,0.10
6368,6369_1078_TSI_NEU_XX_stress_0.20,0.20
6369,6370_1078_TSI_SAD_XX_stress_0.75,0.75
6370,6371_1078_WSI_ANG_XX_stress_0.90,0.90
6371,6372_1078_WSI_DIS_XX_stress_0.70,0.70
6372,6373_1078_WSI_FEA_XX_stress_0.90,0.90
6373,6374_1078_WSI_HAP_XX_stress_0.10,0.10
6374,6375_1078_WSI_NEU_XX_stress_0.20,0.20
6375,6376_1078_WSI_SAD_XX_stress_0.75,0.75
6376,6377_1079_DFA_ANG_XX_stress_0.90,0.90
6377,6378_1079_DFA_DIS_XX_stress_0.70,0.70
6378,6379_1079_DFA_FEA_XX_stress_0.90,0.90
6379,6380_1079_DFA_HAP_XX_stress_0.10,0.10
6380,6381_1079_DFA_NEU_XX_stress_0.20,0.20
6381,6382_1079_DFA_SAD_XX_stress_0.75,0.75
6382,6383_1079_IEO_ANG_HI_stress_1.00,1.00
6383,6384_1079_IEO_ANG_LO_stress_0.80,0.80
6384,6385_1079_IEO_ANG_MD_stress_0.90,0.90
6385,6386_1079_IEO_DIS_HI_stress_0.80,0.80
6386,6387_1079_IEO_DIS_LO_stress_0.60,0.60
6387,6388_1079_IEO_DIS_MD_stress_0.70,0.70
6388,6389_1079_IEO_FEA_HI_stress_1.00,1.00
6389,6390_1079_IEO_FEA_LO_stress_0.80,0.80
6390,6391_1079_IEO_FEA_MD_stress_0.90,0.90
6391,6392_1079_IEO_HAP_HI_stress_0.00,0.00
6392,6393_1079_IEO_HAP_LO_stress_0.20,0.20
6393,6394_1079_IEO_HAP_MD_stress_0.10,0.10
6394,6395_1079_IEO_NEU_XX_stress_0.20,0.20
6395,6396_1079_IEO_SAD_HI_stress_0.90,0.90
6396,6397_1079_IEO_SAD_LO_stress_0.60,0.60
6397,6398_1079_IEO_SAD_MD_stress_0.75,0.75
6398,6399_1079_IOM_ANG_XX_stress_0.90,0.90
6399,6400_1079_IOM_DIS_XX_stress_0.70,0.70
6400,6401_1079_IOM_FEA_XX_stress_0.90,0.90
6401,6402_1079_IOM_HAP_XX_stress_0.10,0.10
6402,6403_1079_IOM_NEU_XX_stress_0.20,0.20
6403,6404_1079_IOM_SAD_XX_stress_0.75,0.75
6404,6405_1079_ITH_ANG_XX_stress_0.90,0.90
6405,6406_1079_ITH_DIS_XX_stress_0.70,0.70
6406,6407_1079_ITH_FEA_XX_stress_0.90,0.90
6407,6408_1079_ITH_HAP_XX_stress_0.10,0.10
6408,6409_1079_ITH_NEU_XX_stress_0.20,0.20
6409,6410_1079_ITH_SAD_XX_stress_0.75,0.75
6410,6411_1079_ITS_ANG_XX_stress_0.90,0.90
6411,6412_1079_ITS_DIS_XX_stress_0.70,0.70
6412,6413_1079_ITS_FEA_XX_stress_0.90,0.90
6413,6414_1079_ITS_HAP_XX_stress_0.10,0.10
6414,6415_1079_ITS_NEU_XX_stress_0.20,0.20
6415,6416_1079_ITS_SAD_XX_stress_0.75,0.75
6416,6417_1079_IWL_ANG_XX_stress_0.90,0.90
6417,6418_1079_IWL_DIS_XX_stress_0.70,0.70
6418,6419_1079_IWL_FEA_XX_stress_0.90,0.90
6419,6420_1079_IWL_HAP_XX_stress_0.10,0.10
6420,6421_1079_IWL_NEU_XX_stress_0.20,0.20
6421,6422_1079_IWL_SAD_XX_stress_0.75,0.75
6422,6423_1079_IWW_ANG_XX_stress_0.90,0.90
6423,6424_1079_IWW_DIS_XX_stress_0.70,0.70
6424,6425_1079_IWW_FEA_XX_stress_0.90,0.90
